,loss,accuracy,val_loss,val_accuracy
0,0.8464887738227844,0.6878727674484253,1.1236220598220825,0.5110717415809631
1,0.8316764235496521,0.6900817155838013,1.107352375984192,0.6040744185447693
2,0.8095336556434631,0.6998012065887451,1.0120421648025513,0.5597874522209167
3,0.8053937554359436,0.6984758377075195,0.9033671617507935,0.6634189486503601
4,0.7868428230285645,0.7004638910293579,0.8707593679428101,0.6908769011497498
5,0.7783428430557251,0.7181356549263,1.2654004096984863,0.4809565842151642
6,0.7643000483512878,0.7185774445533752,0.8762608766555786,0.6882196664810181
7,0.7369979619979858,0.7258670330047607,0.7594554424285889,0.7192205786705017
8,0.741460382938385,0.7309476733207703,0.9655241370201111,0.6191319823265076
9,0.7286227941513062,0.7271924018859863,1.024619460105896,0.5801594257354736
